text,id
The initial beacon packet for Misdat contains the operating system version of the victim., T1082 
"MobileOrder has a command to upload to its C2 server victim mobile device information, including IMEI, IMSI, SIM card serial number, phone number, Android version, and other information.", T1082 
"MoonWind can obtain the victim hostname, Windows version, RAM amount, number of drives, and screen resolution.", T1082 
More_eggs has the capability to gather the OS version and computer name., T1082 
MuddyWater has used malware that can collect the victim?????s OS version and machine name., T1082 
MURKYTOP has the capability to retrieve information about the OS., T1082 
Naid collects a unique identifier   from a compromised host., T1082 
NanHaiShu can gather the victim computer name and serial number., T1082 
NavRAT uses systeminfo on a victim?????s machine., T1082 
NDiskMonitor obtains the victim computer name and encrypts the information to send over its C2 channel., T1082 
NETWIRE can discover and collect victim system information., T1082 
njRAT enumerates the victim operating system and computer name during the initial infection., T1082 
NOKKI can gather information on drives and the operating system on the victim?????s machine., T1082 
OceanSalt can collect the computer name from the system., T1082 
"Octopus collects system drive information, the computer name, and the size of the disk.", T1082 
OilRig has run hostname and systeminfo on a victim., T1082 
Orz can gather the victim OS version and whether it is 64 or 32 bit., T1082 
OSInfo discovers information about the infected machine., T1082 
OSX/Shlayer can collect the macOS version and IOPlatformUUID., T1082 
"OSX_OCEANLOTUS.D collects the MAC address, computer name, hardware UUID, serial number, and operating system version.", T1082 
Pasam creates a backdoor through which remote attackers can retrieve information such as hostname and free disk space., T1082 
"Patchwork collected the victim computer name, OS version, and architecture type and sent the information to its C2 server.", T1082 
Patchwork also enumerated all available drives on the victim's machine., T1082 
"Pisloader has a command to collect victim system information, including the system name and OS version.", T1082 
PLAINTEE collects general system enumeration data about the infected machine and checks the OS version., T1082 
"POORAIM can identify system information, including battery status.", T1082 
"PoshC2 contains modules, such as Get-ComputerInfo, for enumerating common system information.", T1082 
"PowerDuke has commands to get information about the victim's name, build, version, serial number, and memory usage.", T1082 
POWERSTATS can retrieve OS name/architecture and computer/domain name information from compromised hosts., T1082 
POWRUNER may collect information about the system by running hostname and systeminfo on a victim., T1082 
"A module in Prikormka collects information from the victim about Windows OS version, computer name, battery info, and physical memory.", T1082 
"Proxysvc collects the OS version, country name, MAC address, computer name, physical memory statistics, and volume information for all drives on the system.", T1082 
PUNCHBUGGY can gather system information such as computer names., T1082 
"Pupy can grab a system?????s information including the OS version, architecture, etc.", T1082 
QuasarRAT has a command to gather system information from the victim?????s machine., T1082 
"Reaver collects system information from the victim, including CPU speed, computer name, volume serial number, ANSI code page, OEM code page identifier for the OS, Microsoft Windows version, and memory information.", T1082 
"RedLeaves can gather extended system information including the hostname, OS version number, platform, memory information, time elapsed since system startup, and CPU information.", T1082 
"Remsec can obtain the OS version information, computer name, processor architecture, machine role, and OS edition.", T1082 
"Revenge RAT collects the CPU information, OS information, and system language.", T1082 
"RogueRobin gathers BIOS versions and manufacturers, the number of CPU cores, the total physical memory, and the computer name.", T1082 
ROKRAT gathers the computer name and checks the OS version to ensure it doesn?????t run on a Windows XP or Windows Server 2003 systems., T1082 
"RTM can obtain the computer name, OS version, and default language identifier.", T1082 
"RunningRAT gathers the OS version, logical drives information, processor information, and volume information.", T1082 
The initial beacon packet for S-Type contains the operating system version and file system of the victim., T1082 
ServHelper will attempt to enumerate Windows version and system architecture., T1082 
Shamoon obtains the victim's operating system version and keyboard layout and sends the information to the C2 server., T1082 
SHUTTERSPEED can collect system information., T1082 
SLOWDRIFT collects and sends system information to its C2., T1082 
SOUNDBITE is capable of gathering system information., T1082 
Sowbug obtained OS version and hardware configuration from a victim., T1082 
SpeakUp uses the cat directory | grep -c ?????cpu family?????2>&1 command to gather system information., T1082 
"SslMM sends information to its hard-coded C2, including OS version, service pack information, processor speed, system name, and OS install date.", T1082 
"Stealth Falcon malware gathers system information via WMI, including the system directory, build number, serial number, version, manufacturer, model, and total physical memory.", T1082 
"StoneDrill has the capability to discover the system OS, Windows version, architecture and environment.", T1082 
StreamEx has the ability to enumerate system information., T1082 
"SynAck gathers computer names, OS version info, and also checks installed keyboard layouts to estimate if it has been launched from a certain list of countries.", T1082 
"Sys10 collects the computer name, OS versioning information, and OS install date and sends the information to the C2.", T1082 
Systeminfo can be used to gather information about the operating system., T1082 
T9000 gathers and beacons the operating system build number and CPU Architecture   during installation., T1082 
"TrickBot gathers the OS version, CPU type, amount of RAM available from the victim?????s machine.", T1082 
Tropic Trooper has detected a target system?????s OS version., T1082 
Turla surveys a system upon check-in to discover operating system configuration details using the systeminfo and set commands., T1082 
TURNEDUP is capable of gathering system information., T1082 
TYPEFRAME can gather the disk volume information., T1082 
"Unknown Logger can obtain information about the victim computer name, physical memory, country, and date.", T1082 
UPPERCUT has the capability to gather the system?????s hostname and OS version., T1082 
Ursnif has used Systeminfo to gather system information., T1082 
"VERMIN collects the OS name, machine name, and architecture information.", T1082 
"Volgmer can gather system information, the computer name, OS version, drive and serial information from the victim's machine.", T1082 
WINDSHIELD can gather the victim computer name., T1082 
WINERACK can gather information about the host., T1082 
Wingbird checks the victim OS version after executing to determine where to drop files based on whether the victim is 32-bit or 64-bit., T1082 
"WinMM collects the system name, OS version including service pack, and system install date and sends the information to the C2 server.", T1082 
XAgentOSX contains the getInstalledAPP function to run ls -la directory to gather what applications are installed., T1082 
"yty gathers the computer name, the serial number of the main disk volume, CPU information, Microsoft Windows version, and runs the command systeminfo.", T1082 
"Zebrocy collects the OS version, computer name and serial number for the storage volume directory", T1082 
Zebrocy also runs the systeminfo command to gather system information., T1082 
"ZeroT gathers the victim's computer name, Windows version, and system language, and then sends it to its C2 server.", T1082 
"Zeus Panda collects the OS version, system architecture, computer name, product ID, install date, and information on the keyboard mapping to determine the language used on the system.", T1082 
ZLib has the ability to enumerate system information., T1082 
zwShell can obtain the victim PC name and OS version., T1082 
"ZxShell can collect the local hostname, operating system details, CPU speed, and total physical memory.", T1082 
admin@338 actors used the following command after exploiting a machine with LOWBALL malware to acquire information about local network  ipconfig directory >> directory, T1016 
Agent Tesla can collect the IP address of the victim machine., T1016 
"Agent  collects the network adapter?????s IP and MAC address as well as IP addresses of the network adapter?????s default gateway, primary/secondary WINS, DHCP, and DNS servers, and saves them into a log file.", T1016 
